id,course_id,english,russian
4950,2,notch,зарубка
4951,2,moslem,мусульманин
4952,2,hiss,~шипение, шипеть~
4953,2,interrogative,вопросительный
4954,2,stronghold,крепость
4955,2,reservation,резервирование
4956,2,rotary,вращательный
4957,2,throughway,автострада
4958,2,vertebrate,позвоночное
4959,2,waterway,фарватер
4960,2,tsunami,цунами
4961,2,saucer,блюдце
4962,2,scalp,скальп
4963,2,royalty,авторский гонорар
4964,2,sizzle,испепелять
4965,2,foundry,литейный цех
4966,2,flapjack,оладья
4967,2,heavenly,небесный
4968,2,hi,привет!
4969,2,grandfather's clock,напольные часы
4970,2,mound,курган
4971,2,pea,горох
4972,2,prank,шалость
4973,2,downward,спускающийся
4974,2,drainpipe,дренажная трубка
4975,2,elves,эльфы
4976,2,crumple,комкать
4977,2,daybreak,рассвет
4978,2,chandelier,люстра
4979,2,coax,подлиза
4980,2,beaker,стакан для вина
4981,2,bedrock,прочное основание
4982,2,baby tooth,молочный зуб
4983,2,ascend,подниматься
4984,2,anemometer,ветромер
4985,2,cherish,лелеять
4986,2,cycle,цикл
4987,2,dreary,~тоскливый, серый~
4988,2,February,февраль
4989,2,eyetooth,глазной зуб
4990,2,occupation,занятие
4991,2,lick,лизать
4992,2,made-up,составной
4993,2,hedgehog,еж
4994,2,slant,уклон
4995,2,stain,покрывать пятнами
4996,2,robin,малиновка
4997,2,radical,радикальный
4998,2,recollection,воспоминание
4999,2,unbreakable,неломкий
5000,2,tick,~чехол, тиканье~
5001,2,than,чем
5002,2,usable,практичный
5003,2,tributary,приток
5004,2,twelve,двенадцать
5005,2,query,вопрос
5006,2,safe,~сейф, безопасный~
5007,2,sticky,клейкий
5008,2,stew,тушить
5009,2,slender,~тонкий, стройный~
5010,2,shipment,отгрузка товаров
5011,2,segregation,изоляция
5012,2,glimmer,~мерцать, слюда~
5013,2,greeting,приветствие
5014,2,inheritance,наследование
5015,2,ingenuity,изобретательность
5016,2,loiter,слоняться без дела
5017,2,migrate,переселяться
5018,2,oneself,себя
5019,2,primrose,первоцвет
5020,2,poetry,поэзия
5021,2,drier,сушилка
5022,2,chime,куранты
5023,2,cage,клетка
5024,2,axis,ось
5025,2,ball,мяч
5026,2,calendar,календарь
5027,2,bun,сдобная булочка
5028,2,donor,донор
5029,2,dumbbell,болван
5030,2,contralto,контральто
5031,2,conservative,консервативный
5032,2,conclude,заканчиваться
5033,2,colt,кольт
5034,2,combination,комбинация
5035,2,policeman,полицейский
5036,2,Milky Way,Млечный Путь
5037,2,nimble,ловкий
5038,2,liking,симпатия
5039,2,hummingbird,колибри
5040,2,follower,последователь
5041,2,selfish,эгоистичный
5042,2,simultaneous,одновременный
5043,2,tumbleweed,перекати-поле
5044,2,television,телевидение
5045,2,wolves,волки
5046,2,viola,~альт, фиалка~
5047,2,vinegar,уксус
5048,2,tan,~загар, цвет бронзы~
5049,2,topsy-turvy,вверх дном
5050,2,slogan,лозунг
5051,2,stole,меховая накидка
5052,2,sanity,здравый ум
5053,2,repel,отражать
5054,2,protrude,высовывать(ся)
5055,2,geometric,геометрический
5056,2,handball,гандбол
5057,2,improvement,улучшение
5058,2,leopard,леопард
5059,2,junkyard,свалка
5060,2,manor,менор
5061,2,ninety,девяносто
5062,2,proclamation,провозглашение
5063,2,pincushion,игольник
5064,2,duplicate,дубликат
5065,2,ebony,черное дерево
5066,2,booty,добыча
5067,2,clothing,одежда
5068,2,apprehend,предвидеть
5069,2,array,боевой порядок
5070,2,cashew,орех кешью
5071,2,ceremony,церемония
5072,2,burly,дородный
5073,2,dissent,разногласие
5074,2,disbelief,неверие
5075,2,farewell,~прощание, прощальный~
5076,2,curd,творог
5077,2,peril,опасность
5078,2,password,пароль
5079,2,paraguay,Парагвай
5080,2,mosque,мечеть
5081,2,marvel,чудо
5082,2,lush,сочный
5083,2,irregular,неправильный
5084,2,historian,историк
5085,2,gyroscope,гироскоп
5086,2,forgetful,забывчивый
5087,2,purity,чистота
5088,2,structure,структура
5089,2,shrug,пожимать плечами
5090,2,thrush,дрозд
5091,2,virus,вирус
5092,2,unsightly,неприглядный
5093,2,waterwheel,водяное колесо
5094,2,yawn,зевать
5095,2,ukulele,гавайская гитара
5096,2,squash,кашица
5097,2,reservoir,резервуар
5098,2,reverse,противоположный
5099,2,sausage,колбаса
5100,2,intersect,пересекать
5101,2,mate,товарищ
5102,2,mountaineer,альпинист
5103,2,notebook,блокнот
5104,2,crunch,~хруст, скрип~
5105,2,daydream,грезы
5106,2,envelop,обертывать
5107,2,downwards,книзу
5108,2,brute,животное
5109,2,caterpillar,гусеница
5110,2,attire,одеяние
5111,2,anthem,гимн
5112,2,ascent,подъем
5113,2,bean,фасоль
5114,2,channel,канал
5115,2,bible,библия
5116,2,drake,селезень
5117,2,exciting,волнующий
5118,2,fable,басня
5119,2,cyclone,циклон
5120,2,crab,краб
5121,2,peaceful,мирный
5122,2,prayer,молитва
5123,2,hoard,запас
5124,2,if,если
5125,2,flare,сверкание
5126,2,grandparent,дедушка и бабушка
5127,2,saying,поговорка
5128,2,scaly,чешуйчатый
5129,2,stair,~ступенька, лестница~
5130,2,slap,~шлепать, внезапно~
5131,2,unbroken,несломленный
5132,2,thankful,благодарный
5133,2,wizard,колдун
5134,2,usage,~употребление, обычай~
5135,2,tickle,щекотать
5136,2,smear,мазок
5137,2,steward,стюард
5138,2,safety,безопасность
5139,2,quest,искать
5140,2,recommendation,рекомендация
5141,2,grenade,граната
5142,2,hidden,скрытый
5143,2,ingot,слиток
5144,2,infuriate,приводить в ярость
5145,2,preach,читать проповедь
5146,2,one-sided,односторонний
5147,2,occupy,занимать
5148,2,medal,медаль
5149,2,licorice,лакричник
5150,2,eyewitness,очевидец
5151,2,dredge,экскаватор
5152,2,buff,амортизировать
5153,2,cherokee,черокез
5154,2,cigar,сигара
5155,2,anemone,ветреница
5156,2,ballad,баллада
5157,2,bait,наживка
5158,2,chimney,дымоход
5159,2,calf,теленок
5160,2,driftwood,сплавной лес
5161,2,combustible,горючий
5162,2,lukewarm,тепловатый
5163,2,mahogany,красное дерево
5164,2,maiden,~незамужняя, первый~
5165,2,millimeter,миллиметр
5166,2,migration,миграция
5167,2,prince,принц
5168,2,policewoman,женщина-полицейский
5169,2,glimpse,мельком взглянуть
5170,2,fulcrum,точка опоры
5171,2,stiff,окостенелый
5172,2,sightless,слепой
5173,2,self-confidence,самоуверенность
5174,2,shipping,судоходство
5175,2,triceratops,динозавр
5176,2,teller,~рассказчик, кассир~
5177,2,whisk,отгонять мух
5178,2,xylophone,ксилофон
5179,2,vineyard,виноградник
5180,2,tang,острый запах
5181,2,tumor,опухоль
5182,2,senate,сенат
5183,2,somber,мрачный
5184,2,geometry,геометрия
5185,2,handbook,справочник
5186,2,humorous,юмористический
5187,2,kangaroo,кенгуру
5188,2,pine,сосна
5189,2,nomad,кочевник
5190,2,nonfiction,научная литература
5191,2,manslaughter,человекоубийство
5192,2,complement,дополнение
5193,2,conclusion,заключение
5194,2,conserve,сохранять
5195,2,contrast,контраст
5196,2,ecology,экология
5197,2,dummy,манекен
5198,2,dune,дюна
5199,2,cloudburst,ливень
5200,2,bunch,собирать в пучки
5201,2,broaden,расширять
5202,2,apostle,апостол
5203,2,apprehension,дурное предчувствие
5204,2,arrogant,высокомерный
5205,2,Burma,Бирма
5206,2,certificate,сертификат
5207,2,emperor,император
5208,2,farmer,фермер
5209,2,curdle,свертывать
5210,2,marvelous,чудесный
5211,2,perimeter,периметр
5212,2,prod,колоть
5213,2,leotard,леотард
5214,2,impure,нечистый
5215,2,hardware,скобяные изделия
5216,2,stomach,желудок
5217,2,shrunken,съежившийся
5218,2,sloop,шлюп
5219,2,purple,пурпурный
5220,2,proven,доказанный
5221,2,repetition,повторение
5222,2,typewriter,пишущая машинка
5223,2,thrust,толкать
5224,2,strum,бренчать
5225,2,unskilled,необученный
5226,2,warbler,певчая птица
5227,2,reside,проживать
5228,2,rotor,ротор
5229,2,historical,исторический
5230,2,intersection,пересечение
5231,2,paternal,отцовский
5232,2,pasta,макаронное изделие
5233,2,material,вещество
5234,2,luster,блеск
5235,2,noted,выдающийся
5236,2,mosquito,комар
5237,2,esteem,уважение
5238,2,disc,диск
5239,2,dissolve,растворяться
5240,2,catfish,зубатка полосатая
5241,2,caught,схваченный
5242,2,cashier,увольнять
5243,2,assembly,собрание
5244,2,attraction,притяжение
5245,2,anther,пыльник
5246,2,alabaster,алебастр
5247,2,chauffeur,водитель
5248,2,boathouse,эллинг
5249,2,dowry,приданое
5250,2,envious,завистливый
5251,2,era,эра
5252,2,crusader,крестоносец
5253,2,czar,царь
5254,2,ma'am,мадам
5255,2,planetarium,планетарий
5256,2,leapfrog,чехарда
5257,2,headdress,головной убор
5258,2,fourteen,четырнадцать
5259,2,fragrance,аромат
5260,2,revival,возрождение
5261,2,quartz,кварц
5262,2,seaplane,гидроплан
5263,2,scuba diving,ныряние с аквал.
5264,2,scythe,косить
5265,2,squat,сидеть на корточках
5266,2,unused,непривыкший
5267,2,yew,тисовое дерево
5268,2,videotape,видеолента
5269,2,wicker,плетение
5270,2,subscribe,подписываться
5271,2,trait,черта
5272,2,starling,скворец
5273,2,soap,мыло
5274,2,secretary,секретарь
5275,2,sad,печальный
5276,2,freight,~груз, грузовой~
5277,2,jib,кливер
5278,2,income tax,подоходный налог
5279,2,individuality,индивидуальность
5280,2,olden,стареть
5281,2,Michigan,Мичиган
5282,2,daddy-longlegs,паук-сенокосец
5283,2,creak,~скрип, скрипеть~
5284,2,doctor,врач
5285,2,elevator,лифт
5286,2,biceps,бицепс
5287,2,blend,смесь
5288,2,cobra,кобра
5289,2,accordion,аккордеон
5290,2,agility,подвижность
5291,2,aggressive,агрессивный
5292,2,clipping,газетная вырезка
5293,2,brim,край
5294,2,elf,~эльф, карлик~
5295,2,eightieth,восьмидесятый
5296,2,lightning,молния
5297,2,offshore,от берега
5298,2,overrule,отвергать
5299,2,oxide,окись
5300,2,pigpen,свинарник
5301,2,prehistoric,доисторический
5302,2,Ireland,Ирландия
5303,2,flick,~хлестнуть, стегнуть~
5304,2,rainbow,радуга
5305,2,sheath,ножны
5306,2,slipper,комнатная туфля
5307,2,speech,речь
5308,2,twitch,~дерганье, подергиваться~
5309,2,swing,раскачивать
5310,2,theater,театр
5311,2,wigwam,вигвам
5312,2,wherever,где бы то ни было
5313,2,volleyball,волейбол
5314,2,symmetry,симметрия
5315,2,solemn,торжественный
5316,2,remain,оставаться
5317,2,relation,родственник
5318,2,fungus,гриб
5319,2,hemisphere,полушарие
5320,2,injury,повреждение
5321,2,pal,товарищ
5322,2,lima bean,лимская фасоль
5323,2,dollar,доллар
5324,2,construction,строительство
5325,2,confirmation,подтверждение
5326,2,computer graphics,компьютерн.графика
5327,2,commission,доверенность
5328,2,coliseum,большой стадион
5329,2,dandelion,одуванчик
5330,2,bilingual,двуязычный
5331,2,canopy,покров
5332,2,afloat,плывущий по течению
5333,2,awning,навес
5334,2,armor,броня
5335,2,acreage,площадь в акрах
5336,2,capsule,капсула
5337,2,blockhouse,сруб
5338,2,crossing,зачеркивание
5339,2,linger,~мешкать, медлить~
5340,2,minuend,уменьшаемое
5341,2,ozone,озон
5342,2,papaya,папайя
5343,2,panther,пантера
5344,2,honeybee,пчела медоносная
5345,2,hop,~подскок, скакать, подскакивать~
5346,2,grouch,брюзжать
5347,2,flourish,~широкий жест, росчерк~
5348,2,punishment,наказание
5349,2,pronoun,местоимение
5350,2,scornful,презрительный
5351,2,snowflake,снежинка
5352,2,singular,единственное число
5353,2,sword,меч
5354,2,tint,оттенок
5355,2,zoology,зоология
5356,2,zinc,цинк
5357,2,worm,червяк
5358,2,turquoise,бирюза
5359,2,tarnish,тускнеть
5360,2,strange,странный
5361,2,script,~почерк, сценарий~
5362,2,furnace,печь
5363,2,heredity,наследственность
5364,2,insincere,неискренний
5365,2,larva,личинка
5366,2,parrot,попугай
5367,2,possessive,притяжательный
5368,2,perspire,потеть
5369,2,miscount,неправильн.подсчет
5370,2,narcissus,нарцисс
5371,2,mustard,горчица
5372,2,cyst,киста
5373,2,directory,каталог
5374,2,corduroy,бревенчатая дорога
5375,2,dishwasher,посудомоечн.машина
5376,2,fasten,привязывать
5377,2,firewood,дрова
5378,2,caress,ласка
5379,2,barometer,барометр
5380,2,bassoon,фагот
5381,2,azure,лазурь
5382,2,artificial,искусственный
5383,2,cavity,впадина
5384,2,better,лучше
5385,2,emu,эму
5386,2,could,мог
5387,2,database,база данных
5388,2,newfoundland,ньюфаундленд
5389,2,metropolis,метрополия
5390,2,pitchfork,~вилы, камертон~
5391,2,plump,упитанный
5392,2,orthodontist,ортодонтист
5393,2,lavish,щедрый
5394,2,keyhole,замочная скважина
5395,2,kettle,чайник
5396,2,grunt,хрюкать
5397,2,gate,ворота
5398,2,rose,роза
5399,2,smudge,~пятно, смазывать~
5400,2,sixteenth,шестнадцатый
5401,2,tattoo,татуировка
5402,2,sturgeon,осетр
5403,2,vivid,~четкий, ясный, яркий~
5404,2,westward,на западе
5405,2,tablet,дощечка
5406,2,swamp,болото
5407,2,transplant,пересаживать
5408,2,shark,акула
5409,2,spatula,шпатель
5410,2,roach,~плотва, таракан~
5411,2,publication,публикация
5412,2,gnat,мошка
5413,2,hearsay,молва
5414,2,jackknife,складной нож
5415,2,playground,игровая площадка
5416,2,nectar,нектар
5417,2,nearsighted,близорукий
5418,2,daze,~поражать, ошарашивать~
5419,2,dial,набирать номер
5420,2,embarrass,~смущать, приводить в замешательство~
5421,2,fiancе,жених
5422,2,escalator,эскалатор
5423,2,bravery,храбрость
5424,2,cocker spaniel,коккер-спаниель
5425,2,arable,пахотный
5426,2,arch,арка
5427,2,audible,слышимый
5428,2,beg,~просить, умолять~
5429,2,affirmative,утвердительный
5430,2,aleut,алеут
5431,2,cheat,~обманщик, жульничество~
5432,2,ewe,овца
5433,2,federation,федерация
5434,2,crest,гребень
5435,2,needless,ненужный
5436,2,magnetic,магнитный
5437,2,pier,причал
5438,2,president,президент
5439,2,pedestrian,пешеходный
5440,2,ledge,полочка
5441,2,inferior,младший по чину
5442,2,highland,горная местность
5443,2,greasy,засаленный
5444,2,refrain,воздерживаться
5445,2,receptacle,вместилище
5446,2,stegosaurus,стегозавр
5447,2,skeleton,скелет
5448,2,treasurer,казначей
5449,2,successive,последовательный
5450,2,suds,мыльная пена
5451,2,syllable,слог
5452,2,thirteenth,тринадцатый
5453,2,well-behaved,благовоспитанный
5454,2,weightless,невесомый
5455,2,seine,невод
5456,2,spinach,шпинат
5457,2,rigging,такелаж
5458,2,sale,продажа
5459,2,frightful,страшный
5460,2,hilly,холмистый
5461,2,imitation,имитация
5462,2,pointer,указатель
5463,2,pile,куча
5464,2,mellow,приятный на вкус
5465,2,colonial,колониальный
5466,2,dike,плотина
5467,2,criticize,критиковать
5468,2,filings,металлич.опилки
5469,2,came,пришел
5470,2,chiefly,главным образом
5471,2,bulldozer,бульдозер
5472,2,alloy,сплав
5473,2,animosity,враждебность
5474,2,behead,обезглавливать
5475,2,adore,обожать
5476,2,bin,резервуар
5477,2,boo,освистывать
5478,2,chosen,выбранный
5479,2,doorstep,порог
5480,2,dimmer,реостат для лампы
5481,2,dentin,дентин
5482,2,compassion,сочувствие
5483,2,conquer,завоевывать
5484,2,contents,содержание
5485,2,memorial,~памятник, памятный~
5486,2,mandarin,мандарин
5487,2,monorail,монорельс
5488,2,penmanship,каллиграфия
5489,2,inning,подача
5490,2,homogenize,гомогенизировать
5491,2,frond,лист пальмы
5492,2,gin,джин
5493,2,sand,песок
5494,2,semester,семестр
5495,2,vanquish,побеждать
5496,2,timid,робкий
5497,2,troll,~напевать, катиться~
5498,2,tape,лента
5499,2,serve,служить
5500,2,shortening,укорачивание
5501,2,sportsmanship,спорт.мастерство
5502,2,prospector,золотоискатель
5503,2,geranium,герань
5504,2,foregone,предрешенный
5505,2,horseman,всадник
5506,2,imperfect,имперфект
5507,2,perception,восприятие
5508,2,pool,~лужа, общий фонд~
5509,2,portable,портативный
5510,2,popularity,популярность
5511,2,nursery,детская комната
5512,2,correspond,соответствовать
5513,2,deposit,вклад
5514,2,earthly,земной
5515,2,birthday,день рождения
5516,2,appease,~ускокаиать, умиротворять~
5517,2,airmail,авиапочта
5518,2,alto,контральто
5519,2,absorbent,абсорбент
5520,2,astrology,астрология
5521,2,boundary,граница
5522,2,bus,автобус
5523,2,buttonhole,петля
5524,2,dote,любить до безумия
5525,2,dispense,освобождать
5526,2,dessert,десерт
5527,2,mutt,остолоп
5528,2,mister,мистер
5529,2,literacy,грамотность
5530,2,outrun,опередить
5531,2,obsolete,устарелый
5532,2,jest,шутить
5533,2,intentional,намеренный
5534,2,gasp,~задыхаться, глоток воздуха~
5535,2,retarded,запаздавший
5536,2,stricken,пораженный
5537,2,thresh,молотить
5538,2,system,система
5539,2,variable,переменный
5540,2,watchman,вахтер
5541,2,southwest,юго-запад
5542,2,seamstress,швея
5543,2,rhubarb,ревень
5544,2,saw,~пила, пилить~
5545,2,psychiatrist,психиатр
5546,2,quartet,квартет
5547,2,fragment,фрагмент
5548,2,flung,швырял
5549,2,headband,повязка на голове
5550,2,laughable,смехотворный
5551,2,koala,коала
5552,2,pavilion,павильон
5553,2,planet,планета
5554,2,Mozambique,Мозамбик
5555,2,courthouse,здание суда
5556,2,cowhand,скотник
5557,2,crazy,сумасшедший
5558,2,diverse,иной
5559,2,enamel,эмаль
5560,2,boar,кабан
5561,2,chatter,~болтовня, болтать~
5562,2,bay,бухта
5563,2,Alabama,Алабама
5564,2,according,согласный
5565,2,becoming,подобающий
5566,2,cobblestone,булыжник
5567,2,coeducation,совместное обучение
5568,2,blemish,портить
5569,2,elevation,~возвышение, проекция~
5570,2,docile,послушный
5571,2,daddy,папочка
5572,2,mice,мыши
5573,2,pickpocket,вор-карманник
5574,2,odds,шансы
5575,2,jab,~укол, колоть~
5576,2,inclination,отклонение
5577,2,indigo,индиго
5578,2,freezer,морозильная камера
5579,2,rude,~грубый, невежливый, невоспитанный~
5580,2,secrecy,секретность
5581,2,soak,вымочить
5582,2,starfish,морская звезда
5583,2,wick,~фитиль, тампон~
5584,2,year-round,круглый год
5585,2,trailer,~прицеп, трейлер~
5586,2,twister,смерч
5587,2,swine,свинья
5588,2,tee shirt,тенниска
5589,2,wiggle,вилять
5590,2,whereupon,на чем?
5591,2,speculate,размышлять
5592,2,shears,ножницы
5593,2,railroad,железная дорога
5594,2,guitar,гитара
5595,2,inexpensive,недорогостоящий
5596,2,offshoot,ответвление
5597,2,overpower,одолевать
5598,2,oriole,иволга
5599,2,pigment,пигмент
5600,2,pregnant,беременная
5601,2,lighthouse,маяк
5602,2,eighth,восьмой
5603,2,efficient,производительный
5604,2,feint,притворство
5605,2,brigade,бригада
5606,2,clipper,клипер
5607,2,aggression,агрессия
5608,2,agile,подвижный
5609,2,aunt,тетя
5610,2,armistice,перемирие
5611,2,canoe,каноэ
5612,2,bile,желчь
5613,2,dancer,танцор
5614,2,dilute,разжижать
5615,2,constrictor,удав обыкновенный
5616,2,confidential,конфиденциальный
5617,2,computer,компьютер
5618,2,commerce,коммерция
5619,2,coleslaw,салат из капусты
5620,2,lily,лилия
5621,2,owl,сова
5622,2,injection,инъекция
5623,2,lemonade,лимонад
5624,2,hem,рубец
5625,2,half-mast,приспущенный флаг
5626,2,fungi,грибы
5627,2,ramrod,шомпол
5628,2,related,~родственники, взаимосвязанный~
5629,2,sole,~подметка, единств.~
5630,2,volcano,вулкан
5631,2,yoke,~хомут, иго~
5632,2,symmetrical,симметричный
5633,2,swoop,налетать
5634,2,superior,~начальник, лучший~
5635,2,tinkle,звон колокольчика
5636,2,zenith,зенит
5637,2,zoo,зоопарк
5638,2,snowball,снежок
5639,2,single-handed,однорукий
5640,2,pungent,~острый, едкий~
5641,2,prong,зубец
5642,2,scorn,~презрительно, презирать~
5643,2,flour,мука
5644,2,grope,идти ощупью
5645,2,honey,мед
5646,2,hippopotamus,гиппопотам
5647,2,pant,задыхаться
5648,2,orphanage,приют для сирот
5649,2,opossum,сумчатая крыса
5650,2,linen,льняной
5651,2,minnow,пескарь
5652,2,crossbow,самострел
5653,2,blockade,блокада
5654,2,brow,бровь
5655,2,capsize,опрокидывать
5656,2,acre,акр
5657,2,bass,бас
5658,2,barnyard,гумно
5659,2,careless,небрежный
5660,2,customer,потребитель
5661,2,director,директор
5662,2,cordial,сердечный
5663,2,fireside,место у камина
5664,2,essay,эссе
5665,2,dishonor,бесчестье
5666,2,mischievous,вредный
5667,2,myrtle,мирт
5668,2,mustang,мустанг
5669,2,possession,обладание
5670,2,perspiration,пот
5671,2,insignificant,незначительный
5672,2,larkspur,шпорник
5673,2,hereditary,наследственный
5674,2,scribe,переписывать
5675,2,strand,прядь
5676,2,workmanship,мастерство
5677,2,turpentine,скипидар
5678,2,tariff,тариф
5679,2,tattletale,болтовня
5680,2,tavern,таверна
5681,2,sturdy,~крепкий, сильный~
5682,2,westerner,житель запада
5683,2,sixteen,шестнадцать
5684,2,slush,слякоть
5685,2,resuscitate,воскрешать
5686,2,grumpy,сварливый
5687,2,future tense,будущее время
5688,2,lavender,лаванда
5689,2,ketchup,кетчуп
5690,2,keyboard,клавиатура
5691,2,pitcher,~кувшинник, подающий~
5692,2,plume,перо
5693,2,optional,необязательный
5694,2,newfangled,новомодный
5695,2,metronome,метроном
5696,2,elude,избегать
5697,2,cough,~кашель, кашлянуть~
5698,2,cytoplasm,цитоплазма
5699,2,cave dweller,пещерный человек
5700,2,battleship,линейный корабль
5701,2,aqueduct,акведук
5702,2,artichoke,артишок
5703,2,backwards,назад
5704,2,acceptance,принятие
5705,2,academy,академия
5706,2,chariot,колесница
5707,2,cabbage,капуста кончанная
5708,2,blacksmith,кузнец
5709,2,decompose,разлагаться
5710,2,cozy,уютный
5711,2,crank,чудак
5712,2,drawn,начерченный
5713,2,machine,механизм
5714,2,pharmacy,аптека
5715,2,italic,курсив
5716,2,huckleberry,ежевика
5717,2,flaw,~трещина, изъян, недостаток~
5718,2,grate,~растирать, решетка~
5719,2,habitual,привычный
5720,2,scary,жуткий
5721,2,sabotage,саботаж
5722,2,quaker,квакер
5723,2,stammer,~заикание, заикаться~
5724,2,smash,разбить вдребезги
5725,2,whaler,китобойное судно
5726,2,tract,тракт
5727,2,underwear,нижнее белье
5728,2,unfamiliar,незнакомый
5729,2,sweet potato,сладкий картофель
5730,2,weep,плакать
5731,2,vaccination,вакцинация
5732,2,specialist,специалист
5733,2,scenic,сценический
5734,2,rid,~освобождать, избавлять~
5735,2,rock-n-roll,рок-н-рол
5736,2,fleshy,мясистый
5737,2,icebreaker,ледокол
5738,2,index,указатель
5739,2,leggings,детские рейтузы
5740,2,predator,хищник
5741,2,overflow,переливаться
5742,2,pecan,орех-пекан
5743,2,lift-off,отрыв от земли
5744,2,midst,середина
5745,2,dignified,величественный
5746,2,defer,отсрочивать
5747,2,cadet,~кадет, младший сын~
5748,2,clearance,очистка
5749,2,beehive,улей
5750,2,belligerent,воюющий
5751,2,aimless,бесцельный
5752,2,cliff,~утес, скала~
5753,2,cellophane,целлофан
5754,2,briar,шиповник
5755,2,Delaware,Делавэр
5756,2,epic,эпическая поэма
5757,2,mule,мул
5758,2,nugget,самородок
5759,2,nail,~ноготь, гвоздь~
5760,2,prize,награда
5761,2,polo,поло
5762,2,kelp,бурая водоросль
5763,2,grin,усмешка
5764,2,goldenrod,золотарник
5765,2,rake,грабли
5766,2,stirrup,стремя
5767,2,skirt,юбка
5768,2,silo,силос
5769,2,wristwatch,наручные часы
5770,2,unhealthy,нездоровый
5771,2,unlock,отпирать
5772,2,trivial,тривиальный
5773,2,toga,тога
5774,2,sum,~сумма, складывать~
5775,2,tenor,тенор
5776,2,wind instrument,духовой инструмент
5777,2,sensitive,чувствительный
5778,2,hanger,вешалка
5779,2,landlady,домовладелица
5780,2,immortal,бессмертный
5781,2,ponder,~обдумывать, размышлять~
5782,2,pancake,блин
5783,2,mince,фарш
5784,2,fjord,фиорд
5785,2,finale,финал
5786,2,coordination,координация
5787,2,converse,разговаривать
5788,2,constable,констебль
5789,2,commander,командир
5790,2,composure,спокойствие
5791,2,cone,конус
5792,2,bronze,бронза
5793,2,candle,свеча
5794,2,acne,прыщ
5795,2,awoke,будил
5796,2,bareback,без седла
5797,2,baptize,крестить
5798,2,daredevil,сорвиголова
5799,2,fir,пихта
5800,2,expressive,выразительный
5801,2,moose,американский лось
5802,2,moral,мораль
5803,2,napkin,салфетка
5804,2,parchment,пергамент
5805,2,perplex,ставить в тупик
5806,2,kerchief,косынка
5807,2,harpsichord,клавикорды
5808,2,gnome,~гном, афоризм~
5809,2,fortress,крепость
5810,2,sepal,чашелистник
5811,2,storekeeper,кладовщик
5812,2,smolder,тлеть
5813,2,programmer,программист
5814,2,scrape,скрести
5815,2,wooded,лесистый
5816,2,were,были
5817,2,visible,видимый
5818,2,surveyor,землемер
5819,2,turban,тюрбан
5820,2,Saturn,Сатурн
5821,2,respective,соответственный
5822,2,sprinkler,пульверизатор
5823,2,introductory,вводный
5824,2,hustle,толкать(ся)
5825,2,pet,домашнее животное
5826,2,pesticide,пестицид
5827,2,oatmeal,овсянка
5828,2,muskox,мускусный бык
5829,2,metaphor,метафора
5830,2,masterful,властный
5831,2,extravagance,расточительность
5832,2,easel,мольберт
5833,2,cosmos,космос
5834,2,cotton,хлопок
5835,2,bathrobe,купальный халат
5836,2,Austria,Австрия
5837,2,acupuncture,иглотерапия
5838,2,antiseptic,антисептик
5839,2,analyze,анализировать
5840,2,adviser,советник
5841,2,clamor,шум
5842,2,chute,крутой скат
5843,2,brag,хвастаться
5844,2,deadly,смертельный
5845,2,druggist,аптекарь
5846,2,mexican,мексиканский
5847,2,loathsome,противный
5848,2,pauper,нищий
5849,2,plaque,дощечка с надписью
5850,2,invert,переворачивать
5851,2,jowl,щека
5852,2,fray,протирать(ся)
5853,2,gourd,тыква
5854,2,hayloft,сеновал
5855,2,headphone,наушники
5856,2,spacewalk,выход в космос
5857,2,seasick,укачиваемый на море
5858,2,seventeen,семнадцать
5859,2,shuttle,челнок
5860,2,readable,удобочитаемый
5861,2,thy,твой
5862,2,transfusion,переливание
5863,2,substantial,существенный
5864,2,widen,расширять
5865,2,puck,шайба (в хоккее)
5866,2,sickly,болезненный
5867,2,sideline,боковая линия
5868,2,statesman,госуд.деятель
5869,2,frequency,частота
5870,2,keeping,хранение
5871,2,incorrect,неверный
5872,2,industrial,промышленный
5873,2,pad,подушка
5874,2,librarian,библиотекарь
5875,2,microphone,микрофон
5876,2,each,~каждый, всякий~
5877,2,energetic,энергетический
5878,2,cubic,кубический
5879,2,did,делал
5880,2,creation,создание
5881,2,breaker,взломщик
5882,2,addend,второе слагаемое
5883,2,accustomed,~обычный, привычный~
5884,2,albino,альбинос
5885,2,alias,вымышленное имя
5886,2,angle,угол
5887,2,aghast,в ужасе
5888,2,Britain,Британия
5889,2,cried,кричал
5890,2,engulf,~поглощать, поглотить~
5891,2,fifth,пятый
5892,2,logic,логика
5893,2,overweight,слишком тяжелый
5894,2,painless,безболезненный
5895,2,prepare,готовить
5896,2,heimlich maneuver,скрытый маневр
5897,2,spelling,правописание
5898,2,snicker,хихикать
5899,2,shell,~раковина, патрон~
5900,2,ragged,шероховатый
5901,2,raisin,изюминка
5902,2,wreckage,обломки крушения
5903,2,switchboard,распределительн.щит
5904,2,thermos bottle,термос
5905,2,unjust,несправедливый
5906,2,unimportant,неважный
5907,2,symptom,симптом
5908,2,walkie-talkie,переносная рация
5909,2,relic,пережиток
5910,2,rim,ободок
5911,2,solve,~растворять, решать~
5912,2,halves,половинки
5913,2,gangway,проход между рядами
5914,2,hunch,горб
5915,2,homely,невзрачный
5916,2,palette,палитра
5917,2,lumberjack,дровосек
